Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Free Float,Price to Earning,Price to book value,Dividend yield,Debt to equity,High price,Low price,EASYVESTSCORE,Soundness Score,Holding Score,Strength Score,Quality Score,Growth Score,Short Term Growth Score,AVG GS,Sentiment Score,Growth Rate,Return over 3years,Return over 1year,Return over 6months,Return over 3months,Return over 1month,Volume,Avg Value,Entry,Target,Stop Loss,First Target,Second Target,Third Target,Stop Loss per cent,Target Per cent,RR,EPS  AVG,EPS,Return on capital employed,Return on assets,Return on equity,Price to Sales,Price to Free Cash Flow,EVEBITDA,Minimum Volume,AVG MC,Fourth Target,Fifth Target,volt,G Factor,Is company taking new Debt
Chemcon Special.,543233,CHEMCON,Chemicals,237.35,869.25,256.8,45.3,1.82,1.69,0.09,319.45,230,0,76.38,100,85.71,37.93,21.05,4.76,15.62,60,-36.8,-21.43,-10.72,-10.92,-14.03,-7.52,27946,0.66,203.91,258.88,197.42,258.88,302.22,373.57,20.23,9.07,0.45,12.96,5.24,5.72,3.49,4.11,3.25,-68.2,18.5,0.26,1005.49,489,675.79,1.03,2,1
Voith Paper,522122,,Textiles - Products,1976.85,867.83,215.77,23.91,2.49,0.35,0,2578,1200.05,0,79.93,100,91.43,43.1,31.58,9.52,24.23,85,3.08,20.32,60.75,-1,-0.07,-1.4,1073,0.21,2100.51,2159.06,1771.57,1849.48,2159.06,2668.8,11.59,9.22,0.8,121.77,82.62,14.71,9.81,10.94,4.83,117.97,11.57,0.1,831.17,3493.47,4827.87,1.08,2,1
Jagsonpal Pharma,507789,JAGSNPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln,326.1,866.97,330.61,38.6,4.6,1.53,0.05,514.85,270.05,0,81.52,100,88.57,51.72,26.32,4.76,19.13,55,-14,38.86,-9.39,-21.74,5.69,-9.81,55652,1.81,397.2,378.82,322.03,378.82,442.23,546.64,1.26,16.17,12.8,12.33,8.5,16.99,10.9,12.97,4.15,29.02,22.51,0.55,1036.07,715.55,988.88,1.06,4,1
Sarveshwar Foods,543688,SARVESHWAR,Food - Processing - Indian,8.85,866.25,395.44,51.69,3.43,0,1.18,15.73,2.19,0,59.34,80,60,34.48,65.79,61.9,64.49,50,36.8,105.49,261.22,96.67,-39.8,-2.21,2870955,2.54,12.26,4.15,13.3,4.15,4.85,5.99,-33.45,-53.08,1.59,0.18,0.17,11.42,2.48,7.55,1,-110.49,18.63,0.64,877,7.84,10.84,1.43,4,1
Amic Forging,544037,,Castings & Forgings,823.9,864.14,250.1,62.48,13.38,0,0.06,890,239.4,0,73.69,80,71.43,68.97,39.47,0,26.32,65,36.8,,,,3.12,12.47,76000,6.26,772.51,655,752.43,453.91,529.89,655,9.5,-20.5,-2.16,108.14,13.19,80.79,22.64,69.71,6.85,77.77,43.12,2.5,592.94,857.39,1184.89,1.19,3,1
Arrow Greentech,516064,ARROWGREEN,Plastics Products,572.7,864.02,220.61,29.46,6.81,0.17,0.01,633.05,297.5,0,88.66,100,97.14,65.52,55.26,33.33,47.95,50,36.8,77.53,60.67,27.04,42.82,25.83,221534,12.69,636.5,564.07,535.2,564.07,658.49,813.96,7.01,-1.51,-0.21,28.22,19.56,35.17,21.99,26.06,5.82,3991.28,17.23,5.75,702.57,1065.47,1472.45,1.08,2,0
Jagatjit Inds.,507155,,Breweries & Distilleries,184.9,862.8,104.09,110.33,11.33,0,3.56,255.95,102.1,0,75.55,100,68.57,55.17,31.58,38.1,33.75,60,10.11,61.43,76.85,-11.76,-7.11,-5.9,21642,0.4,217.6,172,192.26,172,200.8,248.2,-3.83,-6.97,1.82,3.02,1.63,10.67,1.4,11.07,1.55,-444.33,25.27,0.38,836.05,324.9,449,1.11,2,1
Visaka Industrie,509055,VISAKAIND,Cement Products,99.8,862.76,573.22,1003.2,1.15,0.5,0.71,178,79.25,40.4,53.21,80,54.29,20.69,26.32,38.1,30.24,45,-36.8,-9.19,25.77,11.76,-25.24,-9.4,166917,1.67,81.29,69.42,110,69.42,81.04,100.17,-9.28,-30.44,3.28,9.42,0.1,3.23,0.06,0.11,0.57,-6.44,13.81,0.29,1111.32,131.13,181.21,1.09,3,1
Tracxn Technolo.,543638,TRACXN,Computers - Software - Medium / Small,82.75,860.99,644.56,132.46,12.09,0,0,124.2,66.3,0,53.47,30,82.86,46.55,26.32,19.05,23.89,25,-26.91,,22.5,-8.51,-15.9,-17.91,278629,2.31,104.68,100.99,84.36,100.99,117.9,145.73,-1.9,22.04,-11.58,3.56,0.63,13.29,6.18,9.96,10.4,97.26,96.75,0.36,989.65,190.76,263.63,1.06,3,0
Ambika Cotton,531978,AMBIKCO,Textiles - Cotton/Blended,1502.4,860.65,465.19,13.67,1,2.33,0.1,1889.95,1385.65,0,63.28,80,77.14,27.59,26.32,42.86,31.83,60,-20.14,9.47,2.78,-8.05,-9.48,-3.09,11868,1.78,1405.73,1817.39,1167.99,1817.39,2121.59,2622.49,28.63,20.97,0.73,226.29,110.01,11.87,6.15,7.52,1.05,150.59,5.5,0.38,933.55,3432.84,4744.08,1.03,5,1
Sutlej Textiles,532782,SUTLEJTEX,Textiles - Cotton/Blended,52.45,857.81,349.63,,0.88,1.91,0.84,73.45,45,0,55.21,100,40,20.69,13.16,19.05,15.12,75,-36.8,2.79,16.04,-21.83,-20.65,-12.22,117092,0.61,36.49,39.42,45.39,39.42,46.02,56.88,15.55,-24.85,-1.6,5.07,-8.22,-6.25,-5.12,-11.02,0.32,9.28,-319.44,0.18,970.11,74.46,102.9,1.04,3,0
Andhra Petrochem,500012,,Chemicals,100.93,857.6,404,13.53,1.54,1.98,0.15,115.95,57.01,0,78.59,80,94.29,58.62,71.05,95.24,79.11,30,36.8,9.65,75.41,27.66,16.02,8.74,269908,2.72,118.3,108.09,98.03,108.09,126.19,155.98,2.96,7.1,2.4,14.36,7.46,15.37,9.51,11.95,1.09,13.26,5.7,0.67,735.08,204.18,282.17,1.07,7,1
Morganite Crucib,523160,,Refractories / Intermediates,1528.6,856.02,190.72,33.26,6.67,1.83,0.01,1784.55,940,0,90.79,100,91.43,79.31,55.26,66.67,59.06,55,36.8,24.77,53.07,-6.13,5.46,5.74,2175,0.33,1863.59,1782.29,1508.7,1782.29,2080.62,2571.84,1.32,16.6,12.58,108.76,41.95,28.17,15.35,20.17,5.1,35.88,18.11,0.17,762.87,3366.54,4652.46,1.06,6,1
Vasa Denticity,,DENTALKART,Trading,532.9,853.5,228.7,56.6,12.49,0,0,730,211,0,77.55,100,74.29,55.17,55.26,9.52,40.02,15,36.8,,,-14.1,7.58,-0.63,14750,0.79,643.64,400.07,617.16,400.07,467.03,577.3,-13.65,-24.93,1.83,6.3,9.42,115.61,51.1,95.26,4.97,-192.18,41.02,0.34,752.8,755.68,1044.33,1.17,4,0
Integra Engg.,505358,,Engineering,247.3,849.85,394.72,58.53,11.07,0,0.32,328.55,175.6,0,68.62,80,62.86,62.07,28.95,4.76,20.89,55,-4.09,96.59,40.63,-11.35,-2.41,-12.15,70280,1.74,297.54,287.28,239.66,287.28,335.36,414.54,3.19,16.17,5.07,9.55,4.23,22.73,12.53,20.89,5.79,-277.71,34.58,0.44,867.14,542.64,749.91,1.06,3,1
Onward Technolog,517536,ONWARDTEC,Computers - Software - Medium / Small,376.35,847.3,774.78,24.98,4.09,0.8,0.14,740,372.95,51.57,61.19,30,85.71,68.97,44.74,9.52,33,15,36.8,22.29,-20.12,-35.61,-29.88,-19.98,85726,3.23,761.26,707.13,625.61,707.13,825.5,1020.39,-39.84,87.89,-2.21,22.85,15.06,21.83,12.87,17.81,1.79,75.81,14.19,0.42,1252.07,1335.69,1845.89,1.07,4,1
J.G.Chemicals,544138,JGCHEM,Chemicals,215.45,844.27,253.31,26.26,2.12,0,0.03,274.5,171,0,79.59,100,77.14,58.62,39.47,57.14,45.36,55,-6.72,,,,,-18.88,128818,2.78,222.44,244.35,174.9,244.35,285.25,352.59,23.19,13.41,0.58,18.47,7.88,13.8,8.96,10.61,1.26,29.5,13.41,1.1,873.18,461.54,637.84,1.04,3,0
Sr.Rayala.Hypo,532842,SRHHYPOLTD,Chemicals,492.9,843.92,419.41,9.54,1.05,0.81,0.01,815,463,0,87.66,100,94.29,65.52,36.84,28.57,34.09,25,-24.62,19.57,-11.42,-5.35,-7.73,-11.71,13733,0.68,653.17,655.95,514.84,655.95,765.75,946.53,-4.26,33.08,-7.76,94.72,46.85,15.7,9.85,11.39,0.97,8.24,3.84,0.16,1099.08,1239.01,1712.28,1.05,5,0
Rajapalayam Mill,532503,,Textiles - Cotton/Blended,914.35,843.05,369.12,49.65,0.37,0.11,0.47,1154,681,0,41.17,80,22.86,17.24,26.32,33.33,28.65,75,-36.8,7.62,32.41,3.94,0.58,-6.31,1550,0.14,640.82,666.84,713.17,666.84,778.46,962.25,28.21,-27.07,-0.96,91.79,48.11,0.97,0.49,0.75,0.98,-2.56,19.25,0.04,844.1,1259.58,1740.7,1.05,2,1
Pudumjee Paper,539785,PDMJEPAPER,Paper,88.4,840.86,197.8,8.57,1.7,0.57,0.04,105.3,40,0,96.41,100,97.14,91.38,76.32,90.48,81.04,45,36.8,45.41,111.23,87.89,28.58,5.87,794032,7.02,96.93,73.97,86.82,73.97,86.35,106.73,1.82,-16.33,-8.98,11.95,10.34,28.4,14.64,22.07,1.07,30.99,5.71,3.55,689.45,139.71,193.08,1.11,8,0
Vikas Lifecare,542655,VIKASLIFE,Trading,4.95,839.18,807.32,45.39,1.64,0,0.07,8,2.8,0,35.31,0,74.29,31.03,55.26,61.9,57.48,40,36.8,20.49,67.8,-1,-18.85,-4.81,18269185,9.04,7.39,5.31,6.76,5.31,6.2,7.66,-26.81,7.25,-0.27,0.37,0.09,5.86,3.59,4.46,1.88,-8.78,28.67,1.12,919.19,10.03,13.86,1.13,3,1
Zuari Industries,500780,ZUARIIND,Sugar,280.3,834.62,323.18,,0.21,0.36,0.61,374.2,128,0,47.31,80,28.57,31.03,26.32,33.33,28.65,75,-31.98,45.71,99.15,78.42,-6.3,-18.03,163916,4.59,210.86,214.98,231.26,148.98,173.92,214.98,21.21,-23.3,-1.1,7.88,239.72,4.9,-0.01,-0.02,1,4.37,8.19,1.42,748.28,281.4,388.89,1.13,4,1
Capital India,530879,,Finance & Investments,107.25,833.7,267.84,,1.34,0.09,1.44,164.7,91.02,0,59.38,100,37.14,37.93,23.68,38.1,28.49,25,-35,-4.2,5.46,-18.16,-25.05,-15.05,426,0,150.31,148.31,119.66,148.31,173.13,214.01,-10.37,38.28,-3.69,0.35,1.5,5.93,-0.5,-1.47,1.23,-7.82,11.31,0,993.47,280.14,387.14,1.06,4,1
RSWM Ltd,500350,RSWM,Textiles - Cotton/Blended,177.8,832.67,425.33,,0.65,2.81,1.46,242.75,164.85,0,42.07,80,34.29,6.9,31.58,38.1,33.75,75,-36.8,4.79,-3.5,-13.58,-10.2,-7.97,67677,1.2,120.59,144.4,150.02,144.4,168.57,208.37,18.52,-18.78,-1.01,22.28,-4.47,-0.31,-2.9,-7.3,0.21,-4.39,18.79,0.28,959.9,272.76,376.94,1.03,3,1
TAAL Enterprises,539956,,Transport - Airlines,2668.2,831.5,402.4,22.38,5.12,0.84,0.04,3571,1725,0,79.66,80,91.43,65.52,60.53,76.19,65.75,55,22.28,60.52,30.87,-16.5,-10.57,-4.4,5104,1.36,3148.29,2842.55,2623.82,2842.55,3318.36,4101.81,1.69,6.53,3.86,196.34,119.21,34.44,21.45,25.94,4.45,39.38,13.27,0.34,820.88,5369.26,7420.17,1.07,4,1
Bedmutha Indus.,533270,BEDMUTHA,Steel - Medium / Small,257.45,831.3,258.8,39.7,6.9,0,1.95,323,50.11,0,46.05,10,74.29,55.17,57.89,80.95,65.58,90,19.75,123.86,367.67,73.72,-2.24,27.55,28430,0.73,207.97,111.73,222.53,77.43,90.39,111.73,15.69,-56.6,-3.61,8.99,6.49,13.87,3.93,19.04,1.02,13.42,12.79,0.28,602.57,146.25,202.11,1.38,3,1
Danlaw Tech.,532329,,Electronics - Components,1705.75,830.81,267.32,37.37,14.36,0,0.52,2310,552.25,0,89.86,100,82.86,86.21,71.05,80.95,74.35,30,36.8,77.33,203.62,28.52,-14.91,-6.06,1885,0.32,1957.78,1047.09,1952.93,1047.09,1222.36,1510.96,-12.66,-38.61,3.05,39.54,45.64,40.21,18.12,47.42,3.94,194.23,22.94,0.12,701.25,1977.84,2733.32,1.22,5,1
Veljan Denison,505232,,Engineering,1845.75,830.59,153.12,40.77,4.14,0.35,0.03,2100,620,0,80.93,100,94.29,43.1,60.53,90.48,70.51,80,36.8,63.75,190.94,100.68,53.02,-5.21,610,0.11,1681.99,1533.58,1605.07,1062.77,1240.67,1533.58,15,-16.91,-1.13,74.02,45.27,14.17,9.06,10.62,6.68,253.23,24.18,0.07,612,2007.46,2774.25,1.17,4,0
Swadeshi Polytex,503816,,Construction,212.9,830.31,279.04,10.07,7.64,0,0,413.3,35,0,84.69,100,82.86,68.97,60.53,0,40.35,15,36.8,246,485.86,96.49,67.57,-12.13,7657,0.16,306.64,66.36,349.41,66.36,77.47,95.76,-39.07,-68.83,1.76,32.92,21.12,146.6,93.04,122.08,8.37,24.5,7.38,0.06,874.19,125.35,173.23,1.76,4,0
Linc,531241,LINC,Printing & Stationery,561.6,829.87,411.72,24.33,4.12,0.89,0.09,900,463.2,0,75.66,80,80,65.52,52.63,28.57,44.61,15,36.8,51.08,-28.68,-20.55,1.8,-8.71,15653,0.88,932.43,878.25,760.88,878.25,1025.26,1267.32,-26.19,56.38,-2.15,32.28,22.94,23.91,12.78,17.95,1.65,68.01,13.35,0.21,1015.58,1658.92,2292.57,1.07,5,1
Zee Media,532794,ZEEMEDIA,Entertainment / Electronic Media Software,13.2,828.57,812.45,,2.85,0,0.85,18.3,7.7,0,8.14,0,11.43,13.79,28.95,66.67,41.52,75,-35.72,12.18,67.09,-13.16,-2.22,17.86,8756572,11.56,8.22,9.73,11.31,6.74,7.87,9.73,16.72,-26.27,-1.57,0.62,-1.57,-18.34,-10.32,-29.89,1.3,9.66,-75.2,1.42,813.02,12.74,17.61,1.1,3,1
S T C,512531,STCINDIA,Trading,137.55,827.37,82.55,17.71,,0,,201.5,73.65,0,54.31,100,28.57,31.03,15.79,42.86,24.81,30,,15.34,86.26,15.78,-11.66,-2.83,62500,0.86,188.2,139.64,170.35,139.64,163.02,201.51,-19.26,1.52,-0.08,8.64,8.51,,1.97,,,-20.44,53.32,1.04,825.45,263.77,364.53,1.12,1,0
GRM Overseas,531449,GRMOVER,Food - Processing - Indian,137.85,826.22,287.6,13.61,2.5,0.33,1.19,231.35,113,0,76.52,100,74.29,51.72,52.63,76.19,60.48,15,18.08,-8.78,-20.46,-27.31,-19.99,-7.33,62986,0.87,192.03,174.68,159.46,174.68,203.91,252.06,-13.55,26.71,-1.97,9.36,10.12,14.29,7.81,20.08,0.63,-8.07,11.55,0.3,1033.05,329.94,455.97,1.07,3,1
Indo Amines,524648,INDOAMIN,Chemicals,117.6,825.02,334.94,19.27,3.16,0.43,0.82,184.75,100.3,0,86.86,100,74.29,86.21,26.32,19.05,23.89,25,-7.69,12.18,-3.25,3.48,-14.1,-13.78,40436,0.48,158.07,154.18,126.63,154.18,179.99,222.48,-7.13,31.11,-4.36,8.31,6.06,17.11,6.96,17.52,0.87,268.2,10.69,0.14,1007.65,291.23,402.47,1.06,2,1
Forbes & Co,502865,,Engineering,637.05,821.8,173.57,38.06,5.86,0,0.06,796.25,232.83,0,39.88,10,71.43,37.93,60.53,61.9,60.99,45,36.8,127.03,163.1,96.81,19.24,-5.25,1906,0.12,703.89,441.46,673.17,441.46,515.35,637.02,-5.37,-30.7,5.72,62.54,-3.46,11.6,3.89,11.83,6.53,3.98,28.82,0.07,663.76,833.86,1152.37,1.17,4,0
Radiant Cash,543732,RADIANTCMS,Miscellaneous,77,821.66,430.59,18.08,3.24,3.9,0.13,114.3,73.05,0,75.62,80,82.86,62.07,18.42,4.76,13.87,25,-16.35,,-16.71,-13.09,-10.62,-12.55,288581,2.22,99.9,112.59,78.55,112.59,131.44,162.47,-1.97,46.22,-23.41,7.3,4.26,23.12,15.45,18.79,2.14,20.49,10,0.52,999.51,212.67,293.9,1.04,4,1
Arfin India,539151,,Aluminium and Aluminium Products,48.68,821.34,221.82,99.92,8.03,0,1.24,62.7,24.35,0,67.38,100,60,37.93,39.47,23.81,34.25,100,3.27,93.97,71.47,20.17,-8.15,-2.72,25349,0.12,47.98,53.68,42.71,37.2,43.43,53.68,13.97,10.27,0.74,1.4,0.52,13.59,2.98,8.91,1.53,80.7,29.16,0.06,734.27,70.27,97.11,1.11,2,1
Hampton Sky,526407,,Finance & Investments,29.87,819.06,303.29,60.9,5.83,0,0.42,59,29.1,0,69.28,100,74.29,27.59,44.74,71.43,53.63,35,36.8,51.85,-30.84,-45.12,-32.42,-3.77,82980,0.25,60.26,55.17,49.88,55.17,64.41,79.62,-40.12,84.72,-2.11,0.51,0.49,15.45,11.26,10.46,3.43,-32.08,24.91,0.08,1207.85,104.22,144.03,1.07,2,1
Foods & Inns,507552,FOODSIN,Food - Processing - Indian,144.1,818.25,791.64,22.28,2.05,0.17,1.18,222.35,126.3,0,32.31,0,65.71,31.03,47.37,42.86,45.86,30,20.16,36.91,-16.1,-15.26,-7.33,-8.36,245940,3.54,227.86,228.81,179.61,228.81,267.11,330.17,-19.77,58.79,-2.97,11.15,6.47,15.13,3.99,11.31,0.8,-9.47,9.84,0.45,990.17,432.2,597.28,1.05,3,1
Trident Techlabs,,TECHLABS,Computers - Software - Medium / Small,473.25,817.82,177.39,87.28,17.57,0,0.41,547,93.25,0,75.52,100,71.43,51.72,42.11,9.52,31.24,85,36.8,,,,73.99,63.78,112000,5.3,437.93,176.81,462.45,176.81,206.4,255.13,2.34,-62.64,-26.81,24.4,5.42,38.12,18.81,49.58,11.26,-391.73,49.78,2.99,553.82,333.97,461.53,1.34,1,0
Speciality Rest.,534425,SPECIALITY,Hotels,170,817.17,540.08,27.8,2.66,1.47,0.45,287.25,164.05,48.89,74.52,80,88.57,51.72,23.68,14.29,20.55,25,-23.54,48.8,-28.97,-11.2,-24.86,-11.46,88709,1.51,237.88,239.7,187.14,239.7,279.82,345.88,-9.16,41,-4.48,11.53,6.11,11.44,6.13,10.07,2.02,15.63,10.3,0.28,1085.38,452.76,625.7,1.05,3,0
S Chand & Compan,540497,SCHAND,Printing & Stationery,228.7,808.56,484.55,15.81,0.86,1.31,0.14,335,185.05,0,77.55,80,94.29,55.17,65.79,85.71,72.43,15,36.8,34.16,16.18,-11.01,-14.62,-0.63,50318,1.15,355.71,350.86,283.22,350.86,409.59,506.3,-19.25,53.42,-2.78,25.46,16.08,6.9,4.1,5.57,1.22,9.19,6.8,0.24,915.29,662.74,915.89,1.06,3,0
Ugar Sugar Works,530363,UGARSUGAR,Sugar,71.85,806.14,624.78,38.13,3.44,0.7,2.19,135.9,64.05,37.61,61.34,80,65.71,34.48,13.16,4.76,10.36,25,-36.8,36.66,-36.7,-20.34,-12.16,-9.85,314549,2.26,98.11,87.12,83.99,87.12,101.7,125.71,-14.45,21.25,-1.47,6.95,1.88,10.84,2.11,9.3,0.7,15.53,12.39,0.36,1124.72,164.56,227.41,1.08,2,1
Elin Electronics,543725,ELIN,Electronics - Components,162,806.03,535.56,58.11,1.6,0.62,0.02,194.35,129.3,0,58.41,40,91.43,41.38,34.21,80.95,49.79,65,-12.24,,19.82,6.61,4.28,-2.76,1930059,31.27,128.76,151.06,120.11,151.06,176.35,217.98,34.88,-6.75,-0.19,6.14,2.79,5.12,1.98,2.78,0.77,61.54,15.8,5.84,804.27,285.34,394.33,1.04,3,0
Hexa Tradex,534328,HEXATRADEX,Trading,147.3,805.83,67.5,8.73,0.21,0,0.01,172.75,138,0,69.55,100,51.43,55.17,55.26,23.81,44.78,30,36.8,9.55,0.82,2.22,-4.29,-2.87,10900,0.16,185.75,261.65,146.05,261.65,305.45,377.57,0.86,77.63,90.49,17.4,16.71,3.87,2.29,3.03,6.05,47.3,6.55,0.24,857.67,494.24,683.02,1.02,6,1
Panacea Biotec,531349,PANACEABIO,Pharmaceuticals - Indian - Bulk Drugs & Formln,131,805.72,259.03,,0.95,0,0.02,202.5,117.5,0,62.38,100,45.71,37.93,10.53,42.86,21.3,25,-35,-31.93,11.77,-18.51,-15.67,-7.36,78081,1.02,184.35,188.63,144.95,188.63,220.2,272.19,-9.62,43.99,-4.57,7.02,-0.24,-3.6,-2.75,-4.1,1.44,-2.49,119.73,0.39,980.8,356.3,492.39,1.05,5,1
IM+ Capitals,511628,,Finance & Investments,813.3,805.29,250.33,8.73,1.95,0,0.14,969.4,400,0,70.41,100,65.71,41.38,50,23.81,41.27,10,36.8,150.48,73.41,34.02,12.41,-2.48,15413,1.25,936.67,758.42,819.55,758.42,885.37,1094.4,-0.76,-6.75,8.84,126.46,94.59,26.35,23.2,28.37,1.53,-49.6,8.58,0.5,677.85,1432.57,1979.77,1.1,5,1
Munjal Auto Inds,520059,MUNJALAU,Auto Ancillaries,80.2,803.31,206.76,17.68,2,2.49,0.69,115.36,48.8,0,78.55,100,77.14,55.17,52.63,76.19,60.48,20,36.8,8.93,60.56,1.65,-13.25,-4.58,46605,0.37,112.29,92.53,97.53,92.53,108.02,133.52,-17.77,15.37,-0.87,6.58,3.85,14.77,3.66,11.57,0.43,9.01,6.82,0.18,820.8,174.77,241.53,1.1,6,1
Oswal Green Tech,539290,OSWALGREEN,Finance & Investments,31.1,799.19,320.28,125.46,0.32,4.82,0,49.4,20.55,0,64.17,100,68.57,17.24,23.68,57.14,34.84,75,-36.8,8.8,46.35,24.65,-15.03,-12.76,191844,0.6,24.32,19.8,30.53,19.8,23.12,28.57,1.87,-36.33,-19.43,1.68,0.25,0.45,0.25,0.26,14.37,-3.53,26.66,0.19,898.16,37.4,51.69,1.1,4,0
DE Nora India,590031,DENORA,Engineering,1503.85,799.04,445.59,42.03,6.67,0.13,0,2336.95,1293.2,0,80.21,80,88.57,70.69,44.74,9.52,33,50,2.7,64.62,-11.8,-10.45,-15.62,-22.13,23469,3.53,2182.51,2155.21,1736.6,2155.21,2515.97,3109.98,-13.4,43.31,-3.23,73.85,35.81,22.79,15.69,17.17,10.83,78.73,30,0.79,961.99,4070.96,5625.95,1.06,3,0
Deccan Cements,502137,DECCANCE,Cement - South India,569.55,797.52,340.99,16.4,1.11,0.66,0.72,668.45,445,0,61.41,80,60,41.38,50,80.95,60.32,85,5.48,5.26,26.34,8.61,-8.32,-9.83,7702,0.44,511.46,600.41,413.1,600.41,700.91,866.39,37.87,5.42,0.14,69.43,26.6,7.5,3.74,6.92,1,-5.6,9.9,0.13,779.42,1134.1,1567.3,1.04,5,1
Bajaj Healthcare,539872,BAJAJHCARE,Pharmaceuticals - Indian - Bulk Drugs & Formln,288.9,797.19,351.41,27.82,2.86,0.35,1.2,513.4,275.7,0,75.45,100,77.14,44.83,23.68,33.33,26.9,25,-21.07,-6.87,-2.63,-25.01,-14.13,-11.29,62936,1.82,355.85,344.64,317.28,344.64,402.33,497.32,-8.95,19.3,-2.16,26.96,-30.36,8.22,3.44,8.87,1.68,-20.69,13.27,0.52,1088.96,650.99,899.65,1.06,1,1
DMCC Speciality,506405,DMCC,Chemicals,319.1,797.15,356.31,68.9,3.8,0,0.31,380,240,0,70.48,80,80,48.28,26.32,19.05,23.89,80,19.56,-0.58,29.35,11.61,3.55,-7.59,240161,7.66,351.32,391.26,276.23,391.26,456.76,564.59,15.52,22.61,1.46,8.3,4.64,10.81,2.98,5.68,2.43,-126.59,18.41,2.15,771.9,739.05,1021.35,1.04,2,1
Allied Digital,532875,ADSL,Computers - Software - Medium / Small,143.65,793.77,376.54,17.31,1.37,0.87,0.1,201.4,83.5,0,67.34,80,82.86,34.48,52.63,76.19,60.48,70,19.19,32.01,69.4,17.79,-7.95,5.51,271853,3.91,153.52,124.72,134.13,124.72,145.6,179.97,7.09,-13.18,-1.86,9.39,8.29,10.61,6.23,8.23,1.16,22.22,8.46,1.04,787.75,235.59,325.57,1.1,4,1
Dhampur Bio,543593,DBOL,Sugar,119.55,792.67,500.44,17.05,0.78,2.09,1.04,191.7,114.55,42.55,49.17,80,45.71,17.24,34.21,28.57,32.33,15,29.11,,-23.56,-28.11,-12.64,-11.93,69802,0.83,206.13,217.19,162.07,217.19,253.55,313.41,-26.23,81.67,-3.11,24.02,7,5.73,2.12,4.65,0.43,-5,11.33,0.17,1016.75,410.25,566.96,1.05,5,1
Artemis Electri.,542670,,Electric Equipment,31.53,791.52,293.26,63.27,10.23,0,0.31,72.38,12.47,0,67.55,80,65.71,55.17,26.32,23.81,25.48,55,36.8,92.07,143.29,15.12,-19.32,-9.16,32007,0.1,58.04,23.64,61.19,23.64,27.6,34.12,-48.47,-25.01,0.52,0.53,0.5,9.26,5.13,8.93,11.33,-224.41,62.82,0.03,1064.87,44.66,61.72,1.34,0,1
Andhra Cements,532141,ACL,Cement - South India,85.25,786.22,108.68,,2.65,0,2.28,158.75,77,0,46.24,100,11.43,24.14,13.16,19.05,15.12,45,,110.04,-40.76,-10.31,-13.23,-11.43,37959,0.32,74.5,67.45,98.11,67.45,78.74,97.33,-13.11,-20.88,1.59,8.21,-7.12,-5.52,-8.05,-24.66,2.93,394.98,272.22,0.3,1086.81,127.4,176.07,1.07,2,1
Shree Ganesh Rem,540737,,Pharmaceuticals - Indian - Bulk Drugs & Formln,612.35,785.95,209.55,35.77,7.86,0.08,0.38,736,331.55,0,83.69,100,80,68.97,47.37,66.67,53.8,65,27.86,30.49,71.21,0.14,-11.75,-0.47,8397,0.51,680.55,585.89,579.92,585.89,683.96,845.43,5.59,-4.32,-0.77,22.56,17.16,24.66,15.4,22.6,6.69,-70.93,22.98,0.25,683.23,1106.67,1529.39,1.09,4,1
Bharat Parenter.,541096,,Pharmaceuticals - Indian - Formulations,1359.6,785.13,167.96,74.63,3.98,0.06,0.8,1824.7,342.1,0,64.17,100,68.57,17.24,23.68,23.81,23.73,75,-35.13,43.8,294.2,129.99,-4.02,-20.1,1440,0.2,983.44,621.07,1127.66,430.4,502.45,621.07,20.57,-54.32,-2.64,59.06,25.14,,2.46,5.54,3.05,-10.92,30.06,0.12,628.37,812.98,1123.52,1.3,1,1
Saraswati Commer,512020,,Finance & Investments,7572.25,779.88,147.79,7.51,1.13,0,0,8426.8,2251.4,0,76.55,100,71.43,55.17,68.42,38.1,58.31,50,36.8,57.69,205.33,135.97,36.93,39,255,0.19,7303.89,4268.76,7124.22,4268.76,4983.3,6159.83,6.29,-43.63,-6.94,744.2,1008.93,21.84,16.77,18.49,6.08,20.63,6.21,0.13,533.91,8063.22,11143.13,1.19,6,0
Remedium Life,539561,,Trading,77.3,779.19,1238.19,23.81,18.14,0,1.34,179.67,68.76,61.81,42.5,0,65.71,65,55.26,52.38,54.3,5,36.8,183.57,6.8,-12.73,-39.01,-24.77,221689,1.71,169.93,130.37,151.9,130.37,152.2,188.13,-49.11,68.66,-1.4,3.87,3.25,97.86,2.11,122.77,0.19,-55.04,15.36,0.14,1252.09,246.26,340.32,1.11,4,1
Kisan Mouldings,530145,,Plastics Products,64.56,771.26,206.03,,3.81,0,0.01,93.47,7.86,0,43.48,20,62.86,48.28,50,61.9,53.97,40,36.8,60.38,681.6,361.8,49.06,-28.15,209142,1.35,66.29,14.25,75.58,14.25,16.64,20.57,-14.58,-77.92,5.35,1.1,4.87,-13.37,-9.32,-39.69,2.88,39.44,-40.48,0.66,605.45,26.92,37.21,1.76,4,0
